pcap_path,size_bytes,parse_ok,endianness,ts_unit,packet_count,first_ts_epoch,last_ts_epoch,duration_seconds,first_ts_utc,last_ts_utc,notes
WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_RECORDING.pcap,32364662,1,little,us,40120,1701103604.931814909,1701104239.147706985,634.215892076,2023-11-27T16:46:44.931815Z,2023-11-27T16:57:19.147707Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_WATCH.pcap,26913944,1,little,us,35040,1701102944.257210970,1701103235.778892040,291.521681070,2023-11-27T16:35:44.257211Z,2023-11-27T16:40:35.778892Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/SenseU/SenseU_LAN_EMERGENCY.pcap,36196,1,little,us,216,1701182299.956234932,1701182837.827186108,537.870951176,2023-11-28T14:38:19.956235Z,2023-11-28T14:47:17.827186Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/SenseU/SenseU_WAN_EMERGENCY.pcap,23374,1,little,us,157,1701183051.629512072,1701183808.845923901,757.216411829,2023-11-28T14:50:51.629512Z,2023-11-28T15:03:28.845924Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/Singcall/Singcall_LAN_PHYSICAL.pcap,62272,1,little,us,419,1701177126.008265018,1701177385.000555038,258.992290020,2023-11-28T13:12:06.008265Z,2023-11-28T13:16:25.000555Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/Singcall/Singcall_WAN_PHYSICAL.pcap,51650,1,little,us,334,1701177462.732678890,1701177697.679704905,234.947026014,2023-11-28T13:17:42.732679Z,2023-11-28T13:21:37.679705Z,
WiFI_and_MQTT/profiling/PCAP/Power/Blink_Mini_Camera_Power.pcap,93973,1,little,us,568,1698250880.852572918,1698252818.918134928,1938.065562010,2023-10-25T16:21:20.852573Z,2023-10-25T16:53:38.918135Z,
WiFI_and_MQTT/profiling/PCAP/Power/Ecobee_Camera_Power.pcap,1362348,1,little,us,2651,1698248525.918281078,1698250187.237350941,1661.319069862,2023-10-25T15:42:05.918281Z,2023-10-25T16:09:47.237351Z,
WiFI_and_MQTT/profiling/PCAP/Power/M1T_Camera_Power.pcap,124866,1,little,us,413,1698253017.647910118,1698254173.721728086,1156.073817968,2023-10-25T16:56:57.647910Z,2023-10-25T17:16:13.721728Z,
WiFI_and_MQTT/profiling/PCAP/Power/Multifunctional_Pager_Power.pcap,118002,1,little,us,720,1698158876.433331966,1698161006.766170025,2130.332838058,2023-10-24T14:47:56.433332Z,2023-10-24T15:23:26.766170Z,
WiFI_and_MQTT/profiling/PCAP/Power/Owltron_Camera_Power.pcap,270071,1,little,us,1207,1698326115.015475035,1698327808.393786907,1693.378311872,2023-10-26T13:15:15.015475Z,2023-10-26T13:43:28.393787Z,
WiFI_and_MQTT/profiling/PCAP/Power/SenseUBaby_Power.pcap,43472,1,little,us,352,1698329529.796184063,1698330897.906843901,1368.110659838,2023-10-26T14:12:09.796184Z,2023-10-26T14:34:57.906844Z,
WiFI_and_MQTT/profiling/PCAP/Power/Singcall_Power.pcap,79525,1,little,us,506,1698156837.806389093,1698158423.868573904,1586.062184811,2023-10-24T14:13:57.806389Z,2023-10-24T14:40:23.868574Z,
